Date,Apple_Price,Apple_Transaction_Quantity,Mandarin_Price,Mandarin_Transaction_Quantity,Japanese_Pear_Price,Japanese_Pear_Transaction_Quantity,Hirosaki_Average_Temperature,Hirosaki_Precipitation,Hirosaki_Sunshine_Duration,Hirosaki_Maximum_Snow_Depth,Hirosaki_Snowfall,Hirosaki_Maximum_Wind_Speed,Tokyo_Average_Temperature,Tokyo_Precipitation,Tokyo_Sunshine_Duration,Tokyo_Maximum_Wind_Speed
2015/1/19,283,327418,249,816824,,,-1.9,9,0.1,98,19,3.6,5.7,0,9,5.7
2015/1/20,289,315878,240,505472,344,11930,-3.2,5,1.4,102,6,6.2,6.3,0,9.2,6.8
2015/1/21,,,,,,,-1.2,0,6.8,98,0,2.9,2.5,4,0,5
2015/1/22,271,302806,254,775623,257,8850,-1.1,0,0,92,1,2.7,4.6,7.5,0,5.2
2015/1/23,297,290458,247,611265,277,1090,1.6,9.5,0.4,91,2,7.1,6.9,7.5,6.8,9.1
2015/1/24,281,246638,243,636611,264,6275,0.1,2,2.5,92,4,5.7,4.9,0,0.4,6.6
2015/1/25,,,,,,,-0.9,0,7.9,87,0,2.7,7,0,7.1,4.9
2015/1/26,293,254342,281,749286,325,1150,2.1,0,3.7,86,0,2.1,9,0.5,4.4,3.8
2015/1/27,322,236299,248,421515,278,1440,1.3,0.5,0,85,2,5.4,9.8,14.5,5.1,6.3
2015/1/28,,,,,,,-4.4,2,2.5,89,9,5.4,5.2,0,6.2,7.6
2015/1/29,272,322806,245,827026,327,2930,-2.6,0,2,88,2,4.3,3.9,0,6.6,5.1
2015/1/30,292,222972,246,529098,251,3320,-0.4,2,1.6,87,3,2.2,2.2,16.5,0,5.5
2015/1/31,267,269500,236,656683,320,5600,1.2,1.5,0.7,89,5,4.6,4.9,0,9.4,10.5
2015/2/1,,,,,,,-0.9,15,0.8,102,21,6.5,4,0,9.6,10.4
2015/2/2,284,392969,247,543549,316,5810,-1.3,12,1.3,114,14,5.8,4.7,0,9.6,9.1
2015/2/3,290,264322,235,423977,236,8795,-0.6,1,0.1,112,1,4.1,4.7,0,9.4,4.8
2015/2/4,,,,,,,-0.9,0,0,105,0,1.8,5.2,0,7.6,4.4
2015/2/5,279,374828,260,656639,279,13930,-0.5,0,6.1,102,0,2.3,2.6,9,0,4.8
2015/2/6,277,212727,260,511704,271,880,-0.8,0,3,100,0,2.8,5.4,0,8.9,5.9
2015/2/7,313,335952,248,483557,228,5870,1.5,0,7.3,99,2,3.8,5.3,1.5,3.6,5.9
2015/2/8,,,,,,,2.6,2,1.1,96,0,5.8,4,6,0.3,4.6
2015/2/9,289,318991,246,514742,239,1220,-5.6,7,0.4,101,16,7.4,2,0,1.7,7
2015/2/10,301,294934,244,465667,313,2240,-4.6,6,0,110,14,5.4,3.2,0,9.6,5
2015/2/11,,,,,,,-0.3,1,5.1,109,2,2.6,5.6,0,9.7,4.2
2015/2/12,272,393625,242,543479,297,1050,-0.5,2.5,3.8,101,6,2.3,7,0,9.5,3.8
2015/2/13,287,261720,251,399627,232,170,-0.1,30,0.2,131,35,8,5,0,6.3,7.9
2015/2/14,297,279996,253,404276,356,10,-0.8,10,1,136,12,7.5,4.9,0,9.9,7.3
2015/2/15,,,,,,,0.4,8.5,1.2,140,8,6.5,5.5,0,9.8,11
2015/2/16,296,318799,243,464763,219,1101,3.1,0,1.9,135,0,4.8,7,0,9.8,6.8
2015/2/17,300,339281,250,373551,286,200,2.2,0,2.7,124,0,3.8,3.9,3,0,4.7
2015/2/18,,,,,,,1.8,0,0.4,116,0,4.2,3.3,10.5,0,6.5
2015/2/19,284,344261,247,424058,335,10,1.2,0,4.2,111,0,3.3,6.2,0,9.2,4.5
2015/2/20,276,287715,240,424070,335,20,1.5,0,4.7,107,0,2.9,6.3,0,7.9,4.3
2015/2/21,298,203814,236,410573,325,420,2.1,0,6.6,106,0,2.8,6.2,0,9.2,5.2
2015/2/22,,,,,,,3.4,0,2.4,104,1,4.3,6.3,1.5,0,3.7
2015/2/23,290,292368,245,352930,220,475,4.7,0,4.3,100,0,6,10.7,16,4.9,7.1
2015/2/24,291,217768,244,228055,248,500,2.2,0,9.3,96,0,7,9.7,0,0,4.2
2015/2/25,,,,,,,-0.4,0,6.1,94,3,4.5,9.2,0,2.8,5.4
2015/2/26,292,411733,232,384284,309,250,1.3,0,8.4,91,0,5.5,6.6,14.5,0,4.7
2015/2/27,282,253115,239,302437,259,300,2.6,10.5,0.8,93,4,8.6,8.2,0,8.4,9.2
2015/2/28,290,281525,243,299894,,,2.2,0,1.6,91,1,5.2,7.4,0,9.2,6.9
2015/3/1,,,,,,,-0.3,4,0.1,88,3,2,6.9,29,0,9.5
2015/3/2,297,309087,242,217297,,,1.4,6,0.7,88,1,5.8,9.3,0,10.9,7.6
2015/3/3,302,229476,223,246804,171,690,2.3,0,4.5,87,0,3.1,5.6,0.5,0,4.4
2015/3/4,,,,,,,2.3,3,0,87,1,5.8,9.6,18.5,5.7,5.3
2015/3/5,292,429039,227,159608,375,223,2.6,4.5,0.2,87,4,3.9,9.3,0,10.2,7.9
2015/3/6,289,350019,229,221626,175,820,2,1.5,5.2,85,4,2.7,7.3,0,1.9,4.4
2015/3/7,298,200958,240,146983,,,3.5,0,4.5,82,0,2.6,6,4.5,0,4.3
2015/3/8,,,,,,,3.5,0,10.9,79,0,2.5,8.2,0.5,0,5.6
2015/3/9,296,372485,252,122873,210,270,4.7,3.5,1.8,76,0,4.2,9,23,0,5.5
2015/3/10,298,218973,238,119740,121,738,2.1,23,0,81,12,6.8,7.7,2.5,3.4,7.5
2015/3/11,,,,,,,-2.7,12,0,92,14,8.2,6.2,0,11.1,7
2015/3/12,311,219040,270,209051,197,1280,-1.5,6.5,1.2,97,12,7.2,8.6,0,10.9,6.5
2015/3/13,300,239253,273,125656,,,0,0,0.8,95,3,5,8.9,0,10.6,7
2015/3/14,307,257099,245,201186,,,1.3,0,3.8,84,0,3.3,8.9,0,6,4.6
2015/3/15,,,,,,,2.9,0,5.9,79,0,5,8.4,0,3.3,3.5
2015/3/16,302,303319,253,152166,230,225,5.5,0,10,76,0,2.8,11.1,10,3.2,4.7
2015/3/17,312,212126,319,102210,,,6.6,1.5,6.3,71,0,5.4,14.5,0.5,10,5.5
2015/3/18,307,225417,273,53612,207,1280,5.6,0.5,8.1,65,1,3.3,14.8,0,4.3,4.7
2015/3/19,300,256269,350,86696,,,4.4,0,0.7,59,0,3.1,11.9,5,0.6,4.3
2015/3/20,314,242921,336,79377,432,15,4.6,0,3.7,53,0,3.9,11.8,0,0.6,4
2015/3/21,,,,,,,4.8,0,6.6,48,0,3.4,10.5,0,1.9,5.6
2015/3/22,,,,,,,4.6,2.5,6.7,44,0,4.2,12.9,0,9.8,6.7
2015/3/23,305,319697,340,84194,,,0.5,0.5,4.5,38,3,7,10.7,0,7.3,6.5
2015/3/24,316,298517,320,38581,,,1.6,14.5,1,44,7,7.7,8.2,0,10.8,7.8
2015/3/25,,,,,,,3.2,9,0.6,41,2,6.5,8.1,0,11.8,8.2
2015/3/26,300,312078,336,69429,409,800,5.5,0,11.4,37,0,7,9.5,0,11.8,7.5
2015/3/27,315,234590,275,26022,,,10.2,0,9.9,30,0,8.5,12.3,0,11.9,5.7
2015/3/28,309,295837,283,31575,,,10.3,0,9.1,12,0,6.6,14.1,0,8.2,5.2
2015/3/29,,,,,,,10.6,0,7.7,3,0,5.6,14.6,0,5,6.7
2015/3/30,309,254273,234,39568,,,7.7,0,7.8,0,0,4.7,16.2,0,11.5,6
2015/3/31,317,250569,256,32455,,,10.3,0,8.6,0,0,4.6,16.7,0,11.5,9.7
2015/4/1,316,143958,287,22527,,,6.3,5,1,0,0,3.6,13.9,1.5,0,6.8
2015/4/2,319,159047,295,39124,,,6.5,0,10.1,0,0,4.7,11.6,0,11.1,7.1
2015/4/3,321,207701,384,35523,,,9.4,21.5,0.5,0,0,9.9,17.3,0,0,10.4
2015/4/4,329,172928,369,23793,,,8.5,0,11.4,0,0,4.1,13.2,0,0,7.4
2015/4/5,,,,,,,7.6,2.5,0,0,0,3.5,10.3,8,0,3.5
2015/4/6,326,250179,398,35081,,,9,0,5.8,0,0,6.8,16.2,0,7.9,5.7
2015/4/7,328,211664,205,27507,,,4.2,0,7.2,0,0,6,10,4.5,0,5.7
2015/4/8,,,,,,,2.1,1,6.9,0,0,4.4,4.1,20,0,5.8
2015/4/9,332,260423,359,16952,,,3.8,0,12,0,0,5,7.4,0,8.7,4.5
2015/4/10,332,220657,374,8923,,,6.9,0,10.2,0,0,4.4,8.3,9.5,0,4.9
2015/4/11,337,187218,327,18515,,,7.6,0,1.3,0,0,4,11.5,7.5,0,5.1
2015/4/12,,,,,,,7,0,9.9,0,0,5.8,12.9,0,8.3,4.5
2015/4/13,330,266430,560,6462,,,8.2,0,8.2,0,0,4.2,9.7,36.5,0,5.9
2015/4/14,339,172390,418,4345,,,11.2,0,0.1,0,0,2.3,12.1,22.5,0,4.8
2015/4/15,,,,,,,10.4,11,1.5,0,0,4.5,15.4,2,10.2,10.2
2015/4/16,344,258211,575,4939,,,10.1,0,3.4,0,0,4.8,15.7,0,9,5.7
2015/4/17,344,219705,352,2098,,,7.7,0.5,0.9,0,0,6.1,16.4,3.5,5.8,6.8
2015/4/18,331,184346,411,2371,,,8.5,5,5.6,0,0,5.9,14,0,11.1,9.3
2015/4/19,,,,,,,9.3,0,9.6,0,0,6.2,14.3,0,0,3.6
2015/4/20,342,323070,931,4985,,,9.5,12,0,0,0,3.2,18.4,10.5,0.2,10.3
2015/4/21,352,159015,294,1203,,,9.8,0,6.5,0,0,5.2,17.5,0.5,0,9.8
2015/4/22,,,,,,,11.9,0,9.5,0,0,6,15.7,2.5,4.8,7
2015/4/23,348,258978,2415,1533,,,12.6,0,12.6,0,0,4.9,18,0,11.6,6.4
2015/4/24,343,171199,242,15721,,,12.4,0,6.4,0,0,9.6,18.3,0,6.8,7.8
2015/4/25,357,153143,2585,2033,,,11.9,0,12.7,0,0,6.7,17.2,0,6.5,7.4
2015/4/26,,,,,,,14.7,0,12.6,0,0,6.1,17.8,0,12.4,6.5
2015/4/27,350,280588,2220,1440,,,19.2,0,10.5,0,0,6.8,19.3,0,12.3,6.4
2015/4/28,368,185716,2192,369,,,18.9,0,11.7,0,0,5.7,20.8,0,10.8,5.8
2015/4/29,,,,,,,16.2,0,11.5,0,0,4.2,19.4,0,7.5,5.8
2015/4/30,347,384208,2181,4407,,,16.3,0,12.1,0,0,5.9,19,0,4.5,4.8
2015/5/1,375,177993,2085,2904,,,16.6,0,11.3,0,0,4.5,20.5,0,12.2,4.8
2015/5/2,379,204675,1985,3130,,,17,0,11.9,0,0,4.5,21,0,12.3,6
2015/5/3,,,,,,,17.9,0,7.8,0,0,5.6,21.2,0,8.2,5.7
2015/5/4,,,,,,,17.9,1.5,6.7,0,0,4.7,21.6,0,7.4,10.1
2015/5/5,,,,,,,13.7,0,11.4,0,0,7.7,18.3,0,6.8,7.7
2015/5/6,408,133750,2374,1304,,,15.1,0,10.8,0,0,6,18.2,0,9.4,6.1
2015/5/7,401,173321,1882,3362,,,14.6,0,11.8,0,0,5.8,19.1,0,3.2,5
2015/5/8,407,152045,1793,2226,,,14.2,0,9.2,0,0,6.5,20.7,0,10.6,5.1
2015/5/9,406,119071,2112,2752,,,12.6,7.5,9,0,0,4.1,18.7,0,0,4.6
2015/5/10,,,,,,,10.4,7,4.7,0,0,5.7,19.7,0,10,7
2015/5/11,417,262010,1882,5704,,,13.7,0,13.4,0,0,6.2,17.2,0,11.6,6.9
2015/5/12,407,123459,1707,2242,,,12.6,14.5,0.6,0,0,3,19.6,58.5,1,9.3
2015/5/13,,,,,,,15.4,7,3.4,0,0,6,22.5,0,11.5,10
2015/5/14,425,183148,1876,7508,,,15.7,0,8,0,0,5.3,23.1,0,10.2,6.4
2015/5/15,408,121453,1897,127,,,14.4,3,3.2,0,0,4.1,22.7,0,8.8,6.9
2015/5/16,407,131674,1928,5318,,,12.4,1,3.4,0,0,4.9,20.9,3.5,0.1,5
2015/5/17,,,,,,,13.6,0,11.1,0,0,7,22.2,0,10,6.4
2015/5/18,422,171185,1643,7782,,,17.2,0,10.2,0,0,3.8,21.5,3.5,4.8,6.7
2015/5/19,425,114860,1699,7277,,,16,0.5,0,0,0,4,20.2,4.5,0,4.1
2015/5/20,417,97022,1424,537,,,15.7,0,6.9,0,0,5.1,22.2,0.5,7.9,4.9
2015/5/21,427,107309,1596,8953,,,13.5,0,5,0,0,5.9,19.5,8.5,9.8,7.9
2015/5/22,426,143641,1534,5834,,,16.8,0,11.5,0,0,8.5,20.5,0,10.1,7.1
2015/5/23,437,127338,1448,9199,,,20.4,0,12.9,0,0,7.9,21.6,0,10.3,5.8
2015/5/24,,,,,,,20.4,0,13.4,0,0,5.9,21,0,7.4,5.4
2015/5/25,425,128509,1410,14023,,,16.8,0,13.3,0,0,3.5,21.3,0,6.5,5.1
2015/5/26,434,139638,1312,4798,,,18.4,0,13,0,0,7.2,23.3,0,12.5,5.5
2015/5/27,,,,,,,15.7,0.5,2.8,0,0,4.1,23.9,0,12.6,7
2015/5/28,431,151156,1358,15573,,,17.8,0,11.4,0,0,3.7,22.1,0,4.7,6.2
2015/5/29,429,143183,1372,7157,,,21.3,0,13.1,0,0,3.4,20.7,9,0,6
2015/5/30,432,154400,1261,13612,,,21.2,0,7.7,0,0,4.6,23.4,0,10.3,6.7
2015/5/31,,,,,,,18,2.5,8.5,0,0,5.7,25.7,0,10.4,6
2015/6/1,442,115498,1244,27288,,,18.5,0,13.5,0,0,5,23.6,0,10.7,5.7
2015/6/2,438,101722,1350,6590,,,20.9,0,8.6,0,0,5,23.5,0,8.4,7.7
2015/6/3,,,,,,,19.3,1.5,1.1,0,0,4.9,21.7,16,0,5.5
2015/6/4,444,135011,1218,17889,2635,143,13.9,0,2.7,0,0,6.8,23.1,0,12.5,7.7
2015/6/5,454,140866,1275,14202,2336,227,18.8,0,11.6,0,0,6,18.8,27,2.1,6.2
2015/6/6,390,145291,1208,15717,2399,177,14.8,0,6.3,0,0,5.1,18,23.5,2.5,5
2015/6/7,,,,,,,15.1,0,13.4,0,0,4.7,20.8,0,7.8,6
2015/6/8,446,155796,1218,23936,1872,433,19,0,11.5,0,0,4.9,21,0.5,5.2,6.6
2015/6/9,439,104960,1209,12318,1827,317,17.5,4,0,0,0,3.8,19.5,33,0,6.7
2015/6/10,,,,,,,19.2,0,12.8,0,0,7,22.6,0,8.1,6.5
2015/6/11,462,145437,1165,22530,1783,471,18.2,0,12.5,0,0,5.8,23,0,5.4,5.4
2015/6/12,463,104945,1162,11864,1785,362,18.6,1.5,6.4,0,0,3.8,21.4,4.5,0.1,3.7
2015/6/13,455,80451,1159,23329,1826,305,19.9,0,8.7,0,0,6.1,24,0,3.7,5.2
2015/6/14,,,,,,,18.5,1,0.8,0,0,3.1,22.5,1.5,1.6,5.9
2015/6/15,463,134045,1115,32407,1669,133,19.3,0,4.4,0,0,5.7,24.6,0,12.2,6.5
2015/6/16,466,114705,1220,10291,1688,543,20.8,0,12.1,0,0,4.1,23.3,31,1.1,4.9
2015/6/17,,,,,,,19.9,0,7.1,0,0,4.4,21.6,11,0.6,4.3
2015/6/18,464,129114,1095,31301,1557,923,21.3,0,6.5,0,0,4.8,21.9,0,0.7,8.2
2015/6/19,469,108306,1166,13928,1523,466,19.9,0,7,0,0,4,19.1,10.5,0,4.4
2015/6/20,474,84882,1101,33322,1146,1488,19.7,0,9.9,0,0,5.6,21.7,0,9.4,6.1
2015/6/21,,,,,,,20.2,0,6,0,0,4.7,20.6,0.5,0.1,3.7
2015/6/22,479,90060,1083,38284,1118,1010,19.8,0,9.3,0,0,5.4,22.6,0,2.1,4.7
2015/6/23,496,72548,1137,13127,1001,2155,19.6,0,3.3,0,0,5.4,23.4,20,6.1,5.7
2015/6/24,,,,,,,19.1,0,0.2,0,0,4.2,23.8,0,12.4,5.3
2015/6/25,496,124622,1059,31197,980,2228,21.2,0,10.6,0,0,3.9,24.3,0,7.8,7.3
2015/6/26,469,99822,1099,17141,917,1760,20.3,0,2.4,0,0,3.8,22.4,13,0.2,5.4
2015/6/27,512,61296,1102,31671,860,2829,15.8,32,0,0,0,4.2,22.6,3,0,2.8
2015/6/28,,,,,,,12.4,8.5,0,0,0,4.1,23.2,0,8,5.9
2015/6/29,474,131108,1065,36296,852,3005,16.4,0,5.7,0,0,4.3,21.6,0,6.4,5.6
2015/6/30,504,88276,1062,20229,846,2492,19.5,0,0,0,0,3,22.5,0.5,2.1,5.9
2015/7/1,521,66400,1015,11444,865,4710,18.8,1,0,0,0,2.8,20.5,13.5,0,5.4
2015/7/2,509,77395,1068,43457,807,4618,22.1,0.5,7.1,0,0,5.9,22.5,2.5,0.2,4
2015/7/3,494,56785,1120,26021,822,10868,18.7,0,8.5,0,0,4.4,21.9,67.5,0,4
2015/7/4,517,85460,1064,37284,775,11221,18.2,0,5.7,0,0,4.6,22.5,4,0,4
2015/7/5,,,,,,,18.5,0,12,0,0,5.1,20.1,20,0,4
2015/7/6,546,85610,1054,52204,753,16891,19.2,0,12,0,0,5,19.8,14.5,0,3.1
2015/7/7,533,89180,1059,37639,775,17975,21.4,0,10.2,0,0,5.9,21.3,0,0,4.2
2015/7/8,,,,,,,19.3,0,1.4,0,0,2.8,22.4,11,0.2,4.4
2015/7/9,541,72555,1044,61367,783,12837,20,0,6.4,0,0,4.6,19.4,11,0,4.2
2015/7/10,522,117950,1144,30491,764,9852,19.7,0,13.5,0,0,5,23.2,0.5,9.1,5.3
2015/7/11,543,77510,998,53723,783,8300,21.8,0,13.8,0,0,4.2,25.9,0,11.5,5.8
2015/7/12,,,,,,,24.4,0,13.7,0,0,3.7,27.2,0,12.6,5.8
2015/7/13,574,68530,1042,64764,751,15542,28,0,5.2,0,0,5.2,29.4,0,11.5,9.3
2015/7/14,550,69890,948,15610,751,11840,27.3,0,5.2,0,0,8.3,29.9,0,13.3,10.3
2015/7/15,550,68259,1140,19702,751,15119,23.6,0,8.6,0,0,5.7,28.4,0,13,9.2
2015/7/16,543,87595,996,51629,717,20434,19.9,0,4.4,0,0,4.2,26.4,63.5,0.2,9.5
2015/7/17,555,88430,1005,24429,694,33179,21.3,0,8.1,0,0,4.3,26.7,14.5,1.1,9.7
2015/7/18,544,83810,1014,58908,631,35933,22.3,2.5,0.2,0,0,2.4,27.2,0.5,2.7,8.5
2015/7/19,,,,,,,23.4,0,1.2,0,0,3.7,29.4,0,8.3,6
2015/7/20,,,,,,,22.6,0,3.6,0,0,4.5,28.8,0,6.7,6.4
2015/7/21,539,79820,1016,64942,508,58649,25.9,0,4.2,0,0,4,29.4,0,13.2,7.5
2015/7/22,537,36530,938,14174,494,26975,28.4,0,4.1,0,0,4.9,28.9,0,13.4,10.7
2015/7/23,548,74230,1002,47018,470,54244,24.4,6.5,0,0,0,2.6,27,4.5,2.7,8
2015/7/24,547,52620,995,18925,464,56433,25.4,5,0.6,0,0,2.7,28.1,7,5.2,4.4
2015/7/25,570,58280,988,52317,460,58488,25.4,49,2.1,0,0,4.4,28.6,0,8.4,5.3
2015/7/26,,,,,,,26.8,0,5,0,0,7,30.3,0,12.4,5.6
2015/7/27,553,73050,951,49053,441,121633,26.8,0,6.4,0,0,4.8,30.4,0,12.9,5.1
2015/7/28,578,63550,904,33722,426,120195,24.6,14,0.9,0,0,2.1,29.6,0,6.4,5.1
2015/7/29,,,,,,,25.9,0,8.7,0,0,4,29.4,0,3.2,5.8
2015/7/30,532,86350,991,43369,425,183032,26.8,0,7.7,0,0,3.5,29.1,0,3.6,4.8
2015/7/31,575,76260,969,35232,418,128025,27.2,0,7.9,0,0,6,30,0,10,5.2
2015/8/1,549,53130,995,39984,436,136682,26.7,0,10.7,0,0,5.7,30.5,0,8.9,5.1
2015/8/2,,,,,,,24.6,6.5,1.3,0,0,3.5,30.2,0,9.6,5.6
2015/8/3,542,82110,961,65693,414,303044,25.9,0,2.5,0,0,3.3,29.8,0,12,6.7
2015/8/4,514,87690,929,45241,422,210162,27.6,0,11.9,0,0,4.7,30,0,11.4,6.6
2015/8/5,533,63690,908,31523,406,216208,28.5,0,13.1,0,0,5.5,30.2,0,12.8,8.2
2015/8/6,542,55830,993,68149,401,270179,28.1,0,12.1,0,0,3.7,30.9,0,11.9,6.7
2015/8/7,518,55450,991,61586,399,264864,25.4,0,7.3,0,0,4.1,31.5,0,9.2,6.1
2015/8/8,542,70635,1046,65664,408,254330,24.7,0,12.9,0,0,4.3,27.6,0,4.3,5.7
2015/8/9,,,,,,,25.3,0,9.2,0,0,4.6,27.9,0,3.4,4.6
2015/8/10,555,61850,997,85498,395,457137,26.9,0,3,0,0,3.5,27.9,1,2,6.1
2015/8/11,538,75240,909,24219,398,225273,26.3,0,8.3,0,0,4.2,29.4,0,7.8,4.7
2015/8/12,569,39470,998,20553,398,208479,24.8,7.5,5.4,0,0,3.3,28.9,0,3,4.8
2015/8/13,541,30400,961,39698,403,221569,24.6,0,5.7,0,0,4.7,27.5,1,2.2,6.4
2015/8/14,,,,,,,22.4,3,0.1,0,0,3.7,26.9,2,1.5,5.3
2015/8/15,,,,,,,22.8,5,3.3,0,0,3.4,27.7,0,7.3,6.1
2015/8/16,,,,,,,24.5,0,8.2,0,0,3.9,27.8,8,4.7,5.5
2015/8/17,501,21680,900,6732,375,378224,24.9,3.5,6.2,0,0,4.7,25.7,33.5,0.1,8.9
2015/8/18,528,40690,923,7162,387,220686,24,7.5,4.3,0,0,6.9,28.2,0,4.6,7.2
2015/8/19,517,29990,714,898,391,204449,22.4,0,6.7,0,0,3.9,27.8,0,5,6
2015/8/20,478,20756,930,33930,368,246708,22.1,0,3.5,0,0,4.1,25.6,8,0,4.1
2015/8/21,489,23480,747,7046,373,283913,22.6,2,4.3,0,0,3.6,26,2.5,0.1,3.9
2015/8/22,487,41210,854,27341,369,297427,20.8,23,0,0,0,3.2,28.3,0,8.2,7
2015/8/23,,,,,,,22.4,0,1.6,0,0,4.7,26.7,0,4.2,6.2
2015/8/24,,,852,30503,356,427940,20.9,0,3.1,0,0,5.1,24.3,0,2,6.3
2015/8/25,,,842,9829,355,345799,19.9,0,10.8,0,0,6.5,21.5,0.5,0.1,5.5
2015/8/26,,,,,,,19.7,4.5,0.1,0,0,5.7,19.5,35.5,0,5.3
2015/8/27,,,774,34036,339,559503,20.8,0,0,0,0,2.7,23.6,0,1.3,4
2015/8/28,371,26384,736,10194,338,277314,21.3,0,1,0,0,4.4,21.7,3,0,5
2015/8/29,304,40510,822,18992,323,381103,21,0,5.8,0,0,3.7,20,2.5,0,4.3
2015/8/30,,,,,,,22.1,0,0.7,0,0,3.2,21.2,3.5,0,3.7
2015/8/31,312,36500,776,28177,319,483358,21.5,0,4.2,0,0,3,22.1,2.5,0,3.5
2015/9/1,314,45580,777,2659,308,309407,21.6,1,3.3,0,0,3.2,23.7,12,0.3,5.3
2015/9/2,307,41332,750,1049,320,342052,22.5,2.5,4,0,0,7.8,26.9,5.5,6.1,9.1
2015/9/3,296,105168,759,36304,295,294104,22.7,0,5.8,0,0,4.3,25.7,1.5,1.5,6.5
2015/9/4,302,104493,585,16562,275,291549,21.2,5.5,3.3,0,0,4.8,24.7,14,6.3,5.4
2015/9/5,291,157011,718,32231,276,380247,19.1,0,8.7,0,0,4.1,25.4,0,2.3,5.1
2015/9/6,,,,,,,18.4,0,1.9,0,0,2.7,23.8,46.5,0,5.9
2015/9/7,281,121333,419,57922,262,518699,19.2,0,0.8,0,0,3.1,23,19,0.2,5
2015/9/8,279,169796,324,51746,261,508467,19,0,3.9,0,0,4.5,20,65.5,0,4.5
2015/9/9,,,,,,,18.1,6,0,0,0,3,22.4,156.5,0,6.3
2015/9/10,256,131095,359,131841,252,449342,21.9,4.5,0.3,0,0,5.3,21.8,50,0,4.8
2015/9/11,256,159980,254,76190,256,336885,20.4,28,0,0,0,2.5,23.9,0,9.3,5.4
2015/9/12,262,180871,331,102009,239,427260,20.7,0.5,5.3,0,0,5.7,24.7,0,9,6.1
2015/9/13,,,,,,,16.8,13,0,0,0,2.7,24.4,0,3.4,6.4
2015/9/14,249,227133,285,198136,237,585390,16.6,2,7,0,0,4.4,22.9,0,3.2,5.3
2015/9/15,264,180171,244,117198,233,391387,16.7,0,11.6,0,0,4.2,22.3,0,6.2,4.9
2015/9/16,258,146433,238,130262,231,342882,17.3,0,12,0,0,3.6,21.1,4,0.3,4.6
2015/9/17,253,159144,304,185600,233,366551,18.6,0,8.7,0,0,3.7,17.9,74.5,0,4.3
2015/9/18,263,215552,242,158117,237,399248,17,11,0,0,0,4.7,20.6,5.5,0.3,3.7
2015/9/19,252,249020,240,187947,233,441594,19.4,3.5,0.9,0,0,2.5,24.1,0,8.3,5.5
2015/9/20,,,,,,,19.4,0.5,8,0,0,4.9,23.3,0,7.4,4.9
2015/9/21,,,,,,,18.5,0,5.8,0,0,4.1,22.7,0,4.8,4.2
2015/9/22,,,,,,,18.9,0,10.6,0,0,4.5,23,0,10.7,5.7
2015/9/23,246,276156,262,258018,229,756447,18.9,0,11.2,0,0,3.6,22.4,0,9.1,6
2015/9/24,271,200532,244,205280,233,358429,18.6,0,3.9,0,0,3.8,20.4,1,0.9,3.9
2015/9/25,250,118981,244,178544,233,236166,19.8,0,6.3,0,0,4.2,17.7,43,0,4.1
2015/9/26,241,176036,227,154297,242,266785,19.3,0,0.3,0,0,3.1,20.5,5,0.6,3.8
2015/9/27,,,,,,,18.5,0,8.3,0,0,4.8,21.4,0,0.8,3.5
2015/9/28,257,174358,218,202989,242,239352,16.5,0,8.3,0,0,5.8,23.3,0,9.2,5.3
2015/9/29,249,122395,237,112129,246,192617,14.8,0,4.1,0,0,5.4,22.7,0,4.2,5.3
2015/9/30,272,155458,203,150979,249,152003,14.5,1.5,7.2,0,0,5,20.9,0,8.9,7.6
2015/10/1,281,137311,215,366421,257,115679,17.1,2,7.1,0,0,4.5,19.4,7.5,1.2,10.9
2015/10/2,285,80383,228,293831,249,162361,17.3,6.5,8.7,0,0,11.1,23.2,22,3.6,10.9
2015/10/3,286,137054,222,398633,270,116166,14.9,17.5,2.9,0,0,4.9,21.7,0,9.7,4.9
2015/10/4,,,,,,,11.6,0,4.5,0,0,4.9,21.3,0,7.9,6.8
2015/10/5,281,164756,219,572850,254,137430,12.1,0.5,1.5,0,0,4.2,17.9,0,0.3,5.6
2015/10/6,286,99879,214,310070,270,156490,12.4,0,11,0,0,3.2,17.7,0,7.8,5.4
2015/10/7,,,,,,,12.7,0,10.5,0,0,4.9,17.5,0,11.1,7.4
2015/10/8,268,154622,220,671111,282,182985,12.3,5.5,1.5,0,0,7.5,19.4,0,11.1,10.5
2015/10/9,296,156219,204,660572,303,156630,13.5,2.5,1.1,0,0,5.8,20.2,0,9.7,6.4
2015/10/10,300,265106,213,673301,302,168370,15.3,0.5,10.4,0,0,6.1,18.3,0,0.7,6.1
2015/10/11,,,,,,,14.7,1.5,1.5,0,0,6.2,18.9,15,0.1,5.5
2015/10/12,,,,,,,12.7,2.5,0.1,0,0,2.8,18.7,0,7.3,3.8
2015/10/13,284,288879,208,804858,303,143008,10.2,7,1.8,0,0,6.4,18.8,0,10.1,4.9
2015/10/14,297,121801,199,504444,302,64860,8.6,1.5,4.1,0,0,4.6,18.4,0,6.7,4.3
2015/10/15,291,107119,197,674815,302,118458,11.3,0,8.3,0,0,4.7,18.8,0.5,8.3,4.8
2015/10/16,253,142001,202,533092,291,119870,13.4,0,9.8,0,0,3.9,15.6,7,0,4.4
2015/10/17,308,238608,204,488873,293,122934,14.1,0,9.7,0,0,3.8,17.5,5,0,3.9
2015/10/18,,,,,,,15.2,0,9.4,0,0,5.2,18.8,0,5.7,3.3
